Job_ID,Job_Title,Job_Description,Skills,Experience_Level,Location,Salary_INR,Posting_Date
JOB-00143,Backend Developer,"Hiring a Backend Developer with strong expertise in Microservices, PostgreSQL, SQL, Kubernetes, RabbitMQ. You will API development and microservices architecture and drive innovation in our technology stack.","Microservices, PostgreSQL, SQL, Kubernetes, RabbitMQ",Mid (3-5 yrs),Toronto,1388000.0,2019-07-11
JOB-00144,Systems Administrator,"We are looking for a skilled Systems Administrator to join our team. The ideal candidate should have experience with DNS, Monitoring, Networking, Active Directory. You will be responsible for security patching and network administration.","DNS, Monitoring, Networking, Active Directory",Senior (5-8 yrs),Kolkata,2437000.0,2024-01-24
JOB-00145,Mobile App Developer,"Hiring a Mobile App Developer with strong expertise in TypeScript, JavaScript, Flutter, Android. You will performance optimization and app store deployment and drive innovation in our technology stack.","TypeScript, JavaScript, Flutter, Android",Senior (5-8 yrs),Seattle,1481000.0,2023-12-14
JOB-00146,Product Manager (Tech),"We are looking for a skilled Product Manager (Tech) to join our team. The ideal candidate should have experience with Agile, Product Strategy, Scrum, Stakeholder Management, User Research, JIRA, Roadmapping. You will be responsible for feature prioritization and stakeholder management.",,Principal (12+ yrs),London,4855000.0,2023-01-19
JOB-00147,Blockchain Developer,"Join our growing team as a Blockchain Developer. Required skills: Python, JavaScript, DeFi, Smart Contracts, Node.js, Rust, Ethereum. This role involves smart contract development and blockchain architecture and collaborating with cross-functional teams.","Python, JavaScript, DeFi, Smart Contracts, Node.js, Rust, Ethereum",Fresher (0-1 yrs),Mumbai,389000.0,2021-01-16
JOB-00148,Blockchain Developer,"Join our growing team as a Blockchain Developer. Required skills: Rust, DeFi, Ethereum, JavaScript, Python, Cryptography. This role involves smart contract development and blockchain architecture and collaborating with cross-functional teams.","Rust, DeFi, Ethereum, JavaScript, Python, Cryptography",Principal (12+ yrs),New York,3730000.0,2021-05-02
JOB-00149,QA Engineer,"We need an experienced QA Engineer who can work with Agile, CI/CD, API Testing, Test Automation. The role focuses on performance testing and test automation and delivering high-quality solutions.","Agile, CI/CD, API Testing, Test Automation",Junior (1-3 yrs),Berlin,593000.0,2020-07-21
JOB-00150,Data Scientist,"Hiring a Data Scientist with strong expertise in Machine Learning, Jupyter, Deep Learning, R, Statistics, NLP, SQL, Pandas. You will creating data pipelines and presenting insights to stakeholders and drive innovation in our technology stack.","Machine Learning, Jupyter, Deep Learning, R, Statistics, NLP, SQL, Pandas",Mid (3-5 yrs),Toronto,1337000.0,2021-08-04
JOB-00151,Site Reliability Engineer,"We need an experienced Site Reliability Engineer who can work with Kubernetes, Bash, Python, Docker, Incident Management, Grafana, Linux. The role focuses on performance optimization and incident management and delivering high-quality solutions.","Kubernetes, Bash, Python, Docker, Incident Management, Grafana, Linux",Mid (3-5 yrs),Sydney,1355000.0,2020-02-06
JOB-00152,QA Engineer,"Hiring a QA Engineer with strong expertise in Java, CI/CD, Performance Testing, Test Automation, Manual Testing, Python, JIRA, API Testing. You will quality assurance and test automation and drive innovation in our technology stack.","Java, CI/CD, Performance Testing, Test Automation, Manual Testing, Python, JIRA, API Testing",Mid (3-5 yrs),Toronto,1561000.0,2024-10-02
JOB-00153,Mobile App Developer,"Hiring a Mobile App Developer with strong expertise in Firebase, TypeScript, React Native, Kotlin, JavaScript, Swift. You will app store deployment and building mobile applications and drive innovation in our technology stack.","Firebase, TypeScript, React Native, Kotlin, JavaScript, Swift",Fresher (0-1 yrs),Dublin,382000.0,2024-04-10
JOB-00154,Blockchain Developer,"We are looking for a skilled Blockchain Developer to join our team. The ideal candidate should have experience with Python, Ethereum, Web3. You will be responsible for DApp building and security auditing.","Python, Ethereum, Web3",Fresher (0-1 yrs),Singapore,528000.0,2024-06-18
JOB-00155,Data Analyst,"We need an experienced Data Analyst who can work with Power BI, Statistics, Excel, Tableau, SQL, Pandas. The role focuses on data quality assurance and generating reports and delivering high-quality solutions.","Power BI, Statistics, Excel, Tableau, SQL, Pandas",Principal (12+ yrs),Seattle,4201000.0,2020-12-19
JOB-00156,Data Analyst,"Hiring a Data Analyst with strong expertise in Statistics, R, Power BI, Pandas, Data Visualization, Excel, Python. You will generating reports and data quality assurance and drive innovation in our technology stack.","Statistics, R, Power BI, Pandas, Data Visualization, Excel, Python",Lead (8-12 yrs),Sydney,2628000.0,2025-05-10
JOB-00157,Backend Developer,"We are looking for a skilled Backend Developer to join our team. The ideal candidate should have experience with Node.js, SQL, RabbitMQ, Microservices, Redis, Docker, Spring Boot, Kubernetes. You will be responsible for microservices architecture and designing scalable backend systems.","Node.js, SQL, RabbitMQ, Microservices, Redis, Docker, Spring Boot, Kubernetes",Mid (3-5 yrs),London,1302000.0,2022-10-21
JOB-00158,Cybersecurity Analyst,"Hiring a Cybersecurity Analyst with strong expertise in Encryption, Linux, Network Security, Python, Compliance, Vulnerability Assessment. You will incident response and threat detection and drive innovation in our technology stack.","Encryption, Linux, Network Security, Python, Compliance, Vulnerability Assessment",Principal (12+ yrs),Mumbai,4895000.0,2023-08-21
JOB-00159,Software Engineer,"Join our growing team as a Software Engineer. Required skills: Agile, Data Structures, C++, REST API, Git. This role involves writing clean code and technical documentation and collaborating with cross-functional teams.","Agile, Data Structures, C++, REST API, Git",Fresher (0-1 yrs),Singapore,,2024-01-02
JOB-00160,DevOps Engineer,"We are looking for a skilled DevOps Engineer to join our team. The ideal candidate should have experience with AWS, Bash, Jenkins, GCP, Monitoring, Kubernetes, Terraform, Azure. You will be responsible for infrastructure automation and container orchestration.","AWS, Bash, Jenkins, GCP, Monitoring, Kubernetes, Terraform, Azure",Junior (1-3 yrs),Kochi,,2019-11-21
JOB-00161,Backend Developer,"We are looking for a skilled Backend Developer to join our team. The ideal candidate should have experience with SQL, Spring Boot, Kubernetes, Java, Redis, Microservices, Node.js. You will be responsible for microservices architecture and designing scalable backend systems.","SQL, Spring Boot, Kubernetes, Java, Redis, Microservices, Node.js",Junior (1-3 yrs),Ahmedabad,739000.0,2024-07-23
JOB-00162,Business Intelligence Analyst,"Hiring a Business Intelligence Analyst with strong expertise in SQL, Tableau, Power BI, Data Visualization. You will business requirements analysis and report automation and drive innovation in our technology stack.","SQL, Tableau, Power BI, Data Visualization",Principal (12+ yrs),Chennai,3926000.0,2023-08-12
JOB-00163,Full Stack Developer,"We are looking for a skilled Full Stack Developer to join our team. The ideal candidate should have experience with Angular, SQL, MongoDB, Vue.js, Docker, Node.js, React. You will be responsible for database management and frontend UI development.","Angular, SQL, MongoDB, Vue.js, Docker, Node.js, React",Lead (8-12 yrs),Seattle,3162000.0,2020-02-08
JOB-00164,Blockchain Developer,"Exciting opportunity for a Blockchain Developer! Must be proficient in Node.js, JavaScript, Cryptography, Smart Contracts, Rust, Solidity, Ethereum. Key responsibilities include smart contract development and DApp building.","Node.js, JavaScript, Cryptography, Smart Contracts, Rust, Solidity, Ethereum",Senior (5-8 yrs),Mumbai,2102000.0,2022-02-08
JOB-00165,Cybersecurity Analyst,"Hiring a Cybersecurity Analyst with strong expertise in Penetration Testing, Encryption, SIEM, Network Security, Incident Response, Python, Linux. You will incident response and vulnerability assessment and drive innovation in our technology stack.","Penetration Testing, Encryption, SIEM, Network Security, Incident Response, Python, Linux",Senior (5-8 yrs),Sydney,1957000.0,2020-01-02
JOB-00166,Data Engineer,"Hiring a Data Engineer with strong expertise in ETL, SQL, Data Warehousing. You will ETL processes and data quality management and drive innovation in our technology stack.","ETL, SQL, Data Warehousing",Mid (3-5 yrs),Mumbai,1113000.0,2025-03-18
JOB-00167,Machine Learning Engineer,"Hiring a Machine Learning Engineer with strong expertise in TensorFlow, Kubernetes, Machine Learning, Python, Deep Learning, MLOps. You will deploying ML models to production and feature engineering and drive innovation in our technology stack.","TensorFlow, Kubernetes, Machine Learning, Python, Deep Learning, MLOps",Fresher (0-1 yrs),Chennai,304000.0,2023-12-06
JOB-00168,Data Engineer,"We need an experienced Data Engineer who can work with Airflow, Apache Spark, ETL, SQL. The role focuses on ETL processes and data quality management and delivering high-quality solutions.","Airflow, Apache Spark, ETL, SQL",Senior (5-8 yrs),Mumbai,1699000.0,2024-01-11
JOB-00169,Data Analyst,"We are looking for a skilled Data Analyst to join our team. The ideal candidate should have experience with Google Analytics, Python, Statistics, Excel, R, SQL. You will be responsible for generating reports and data quality assurance.","Google Analytics, Python, Statistics, Excel, R, SQL",Fresher (0-1 yrs),Sydney,369000.0,2024-11-24
JOB-00170,Backend Developer,"We need an experienced Backend Developer who can work with Java, Spring Boot, Docker, SQL. The role focuses on database optimization and designing scalable backend systems and delivering high-quality solutions.","Java, Spring Boot, Docker, SQL",Mid (3-5 yrs),Mumbai,1017000.0,2021-07-24
JOB-00171,Blockchain Developer,"Exciting opportunity for a Blockchain Developer! Must be proficient in Cryptography, Ethereum, DeFi. Key responsibilities include blockchain architecture and smart contract development.","Cryptography, Ethereum, DeFi",Fresher (0-1 yrs),Bangalore,466000.0,2024-05-11
JOB-00172,Site Reliability Engineer,"Hiring a Site Reliability Engineer with strong expertise in Terraform, Grafana, AWS, CI/CD, Incident Management. You will capacity planning and ensuring system reliability and drive innovation in our technology stack.","Terraform, Grafana, AWS, CI/CD, Incident Management",Junior (1-3 yrs),Bangalore,771000.0,2019-07-01
JOB-00173,Blockchain Developer,"Exciting opportunity for a Blockchain Developer! Must be proficient in Cryptography, DeFi, Solidity, Ethereum. Key responsibilities include security auditing and blockchain architecture.","Cryptography, DeFi, Solidity, Ethereum",Junior (1-3 yrs),Sydney,949000.0,2023-02-02
JOB-00174,Blockchain Developer,"Exciting opportunity for a Blockchain Developer! Must be proficient in Cryptography, Ethereum, Solidity, JavaScript. Key responsibilities include security auditing and blockchain architecture.","Cryptography, Ethereum, Solidity, JavaScript",Mid (3-5 yrs),New York,1009000.0,2023-03-08
JOB-00175,DevOps Engineer,"Hiring a DevOps Engineer with strong expertise in Azure, GCP, Python, Kubernetes. You will monitoring and alerting and managing CI/CD pipelines and drive innovation in our technology stack.","Azure, GCP, Python, Kubernetes",Senior (5-8 yrs),Pune,1745000.0,2019-03-15
JOB-00176,Frontend Developer,"Hiring a Frontend Developer with strong expertise in TypeScript, REST API, JavaScript, CSS, Angular, React, Git, Vue.js. You will optimizing web performance and building responsive user interfaces and drive innovation in our technology stack.","TypeScript, REST API, JavaScript, CSS, Angular, React, Git, Vue.js",Fresher (0-1 yrs),Jaipur,503000.0,2025-07-17
JOB-00177,Full Stack Developer,"We are looking for a skilled Full Stack Developer to join our team. The ideal candidate should have experience with React, Node.js, Vue.js, JavaScript, Git, HTML. You will be responsible for database management and building web applications.","React, Node.js, Vue.js, JavaScript, Git, HTML",Principal (12+ yrs),Mumbai,4761000.0,2019-07-12
JOB-00178,Backend Developer,"Hiring a Backend Developer with strong expertise in Microservices, Python, Java. You will microservices architecture and designing scalable backend systems and drive innovation in our technology stack.","Microservices, Python, Java",Lead (8-12 yrs),London,2893000.0,2025-01-06
JOB-00179,Frontend Developer,"Join our growing team as a Frontend Developer. Required skills: TypeScript, Redux, HTML, JavaScript, CSS. This role involves implementing design systems and optimizing web performance and collaborating with cross-functional teams.","TypeScript, Redux, HTML, JavaScript, CSS",Lead (8-12 yrs),Mumbai,2966000.0,2023-08-14
JOB-00180,Cloud Architect,"Join our growing team as a Cloud Architect. Required skills: Security, AWS, Microservices, Kubernetes, Networking, Docker, Terraform, GCP. This role involves security architecture and migration planning and collaborating with cross-functional teams.",,Senior (5-8 yrs),Bangalore,1697000.0,2025-09-11
JOB-00181,Mobile App Developer,"Join our growing team as a Mobile App Developer. Required skills: REST API, Android, Flutter, React Native, Swift, Kotlin, TypeScript. This role involves app store deployment and building mobile applications and collaborating with cross-functional teams.","REST API, Android, Flutter, React Native, Swift, Kotlin, TypeScript",Junior (1-3 yrs),London,788000.0,2020-12-02
JOB-00182,Cybersecurity Analyst,"Hiring a Cybersecurity Analyst with strong expertise in Network Security, Linux, Penetration Testing, Incident Response, SIEM, Firewalls, Encryption. You will threat detection and security audits and drive innovation in our technology stack.",,Fresher (0-1 yrs),Ahmedabad,370000.0,2019-01-03
JOB-00183,Backend Developer,"Hiring a Backend Developer with strong expertise in RabbitMQ, Node.js, Microservices, Java, Spring Boot. You will designing scalable backend systems and API development and drive innovation in our technology stack.","RabbitMQ, Node.js, Microservices, Java, Spring Boot",Fresher (0-1 yrs),San Francisco,554000.0,2019-12-05
JOB-00184,Frontend Developer,"Exciting opportunity for a Frontend Developer! Must be proficient in Vue.js, Git, Redux, Angular, HTML, Webpack, TypeScript, Figma. Key responsibilities include implementing design systems and cross-browser compatibility.","Vue.js, Git, Redux, Angular, HTML, Webpack, TypeScript, Figma",Lead (8-12 yrs),London,3503000.0,2024-04-22
JOB-00185,Systems Administrator,"Exciting opportunity for a Systems Administrator! Must be proficient in DNS, Linux, Networking, PowerShell, Security, VMware. Key responsibilities include network administration and security patching.","DNS, Linux, Networking, PowerShell, Security, VMware",Senior (5-8 yrs),Mumbai,1555000.0,2020-10-04
JOB-00186,AI Engineer,"Hiring a AI Engineer with strong expertise in Python, NLP, Deep Learning, Transformers, TensorFlow, PyTorch. You will research and prototyping and developing AI solutions and drive innovation in our technology stack.","Python, NLP, Deep Learning, Transformers, TensorFlow, PyTorch",Fresher (0-1 yrs),Singapore,314000.0,2020-02-24
JOB-00187,Full Stack Developer,"Join our growing team as a Full Stack Developer. Required skills: Vue.js, Git, Docker, HTML, Node.js, TypeScript. This role involves building web applications and designing RESTful APIs and collaborating with cross-functional teams.","Vue.js, Git, Docker, HTML, Node.js, TypeScript",Fresher (0-1 yrs),Pune,396000.0,2018-01-10
JOB-00188,Machine Learning Engineer,"Join our growing team as a Machine Learning Engineer. Required skills: Machine Learning, Computer Vision, Kubernetes, Python, Docker. This role involves building ML pipelines and deploying ML models to production and collaborating with cross-functional teams.","Machine Learning, Computer Vision, Kubernetes, Python, Docker",Senior (5-8 yrs),Pune,1573000.0,2025-03-20
JOB-00189,QA Engineer,"We are looking for a skilled QA Engineer to join our team. The ideal candidate should have experience with JIRA, Performance Testing, Test Automation, Selenium, API Testing. You will be responsible for test automation and quality assurance.","JIRA, Performance Testing, Test Automation, Selenium, API Testing",Senior (5-8 yrs),San Francisco,1569000.0,2021-09-27
JOB-00190,DevOps Engineer,"Exciting opportunity for a DevOps Engineer! Must be proficient in Docker, CI/CD, AWS. Key responsibilities include container orchestration and infrastructure automation.","Docker, CI/CD, AWS",Fresher (0-1 yrs),London,393000.0,2023-02-16
JOB-00191,Business Intelligence Analyst,"Exciting opportunity for a Business Intelligence Analyst! Must be proficient in SQL, Data Warehousing, Power BI, DAX, Excel. Key responsibilities include building BI dashboards and business requirements analysis.","SQL, Data Warehousing, Power BI, DAX, Excel",Mid (3-5 yrs),Chennai,1251000.0,2022-04-27
JOB-00192,Cloud Architect,"Hiring a Cloud Architect with strong expertise in AWS, Microservices, Security, CloudFormation, Networking, Docker, Azure. You will cost optimization and designing cloud infrastructure and drive innovation in our technology stack.","AWS, Microservices, Security, CloudFormation, Networking, Docker, Azure",Principal (12+ yrs),Austin,3569000.0,2022-02-13
JOB-00193,DevOps Engineer,"We need an experienced DevOps Engineer who can work with Docker, Ansible, Kubernetes, Bash. The role focuses on managing CI/CD pipelines and infrastructure automation and delivering high-quality solutions.","Docker, Ansible, Kubernetes, Bash",Lead (8-12 yrs),Mumbai,2613000.0,2021-11-05
JOB-00194,Site Reliability Engineer,"We need an experienced Site Reliability Engineer who can work with Incident Management, Terraform, Bash. The role focuses on ensuring system reliability and performance optimization and delivering high-quality solutions.","Incident Management, Terraform, Bash",Senior (5-8 yrs),Austin,1565000.0,2022-07-04
JOB-00195,Cybersecurity Analyst,"Exciting opportunity for a Cybersecurity Analyst! Must be proficient in Incident Response, Python, Encryption, Vulnerability Assessment, Compliance, Firewalls. Key responsibilities include threat detection and vulnerability assessment.","Incident Response, Python, Encryption, Vulnerability Assessment, Compliance, Firewalls",Junior (1-3 yrs),London,809000.0,2018-05-13
JOB-00196,Data Engineer,"Hiring a Data Engineer with strong expertise in Python, Airflow, ETL, Snowflake, Data Warehousing. You will data warehousing and data quality management and drive innovation in our technology stack.","Python, Airflow, ETL, Snowflake, Data Warehousing",Fresher (0-1 yrs),Ahmedabad,592000.0,2024-12-22
JOB-00197,Database Administrator,"We need an experienced Database Administrator who can work with PostgreSQL, Oracle, Linux, Data Modeling, Python, Database Tuning, MySQL, SQL. The role focuses on performance tuning and backup and recovery and delivering high-quality solutions.",,Mid (3-5 yrs),London,1368000.0,2022-03-03
JOB-00198,Data Analyst,"Exciting opportunity for a Data Analyst! Must be proficient in SQL, Pandas, Google Analytics, Python. Key responsibilities include generating reports and data quality assurance.","SQL, Pandas, Google Analytics, Python",Senior (5-8 yrs),Pune,1956000.0,2023-05-12
JOB-00199,Mobile App Developer,"Join our growing team as a Mobile App Developer. Required skills: iOS, REST API, Android, React Native, Git, Firebase, Swift. This role involves UI/UX implementation and app store deployment and collaborating with cross-functional teams.","iOS, REST API, Android, React Native, Git, Firebase, Swift",Junior (1-3 yrs),Kolkata,927000.0,2020-07-02
JOB-00200,Data Scientist,"Hiring a Data Scientist with strong expertise in Python, Pandas, SQL, NLP, Data Visualization, Jupyter, Machine Learning, Statistics. You will presenting insights to stakeholders and analyzing large datasets and drive innovation in our technology stack.","Python, Pandas, SQL, NLP, Data Visualization, Jupyter, Machine Learning, Statistics",Principal (12+ yrs),Berlin,4785000.0,2023-05-23
JOB-00201,Database Administrator,"Exciting opportunity for a Database Administrator! Must be proficient in Data Modeling, PostgreSQL, SQL, MongoDB, Database Tuning, MySQL. Key responsibilities include data migration and database management.","Data Modeling, PostgreSQL, SQL, MongoDB, Database Tuning, MySQL",Mid (3-5 yrs),Pune,1039000.0,2022-10-20
JOB-00202,Data Engineer,"Hiring a Data Engineer with strong expertise in Scala, Docker, ETL, Hadoop, Apache Spark, Snowflake, SQL, Python. You will building data pipelines and ETL processes and drive innovation in our technology stack.","Scala, Docker, ETL, Hadoop, Apache Spark, Snowflake, SQL, Python",Principal (12+ yrs),Chennai,4139000.0,2024-10-13
JOB-00203,Business Intelligence Analyst,"We are looking for a skilled Business Intelligence Analyst to join our team. The ideal candidate should have experience with Power BI, Excel, Python, Data Warehousing, ETL, Tableau, Statistics, SQL. You will be responsible for data modeling and business requirements analysis.","Power BI, Excel, Python, Data Warehousing, ETL, Tableau, Statistics, SQL",Junior (1-3 yrs),Dublin,920000.0,2021-05-28
JOB-00204,QA Engineer,"We are looking for a skilled QA Engineer to join our team. The ideal candidate should have experience with Agile, Python, Test Automation, Java. You will be responsible for bug tracking and quality assurance.","Agile, Python, Test Automation, Java",Mid (3-5 yrs),Austin,1097000.0,2020-05-14
JOB-00205,Database Administrator,"Exciting opportunity for a Database Administrator! Must be proficient in Linux, Oracle, PostgreSQL. Key responsibilities include performance tuning and database management.","Linux, Oracle, PostgreSQL",Mid (3-5 yrs),Chennai,1130000.0,2024-07-17
JOB-00206,Site Reliability Engineer,"Join our growing team as a Site Reliability Engineer. Required skills: Monitoring, Kubernetes, Docker, Grafana. This role involves capacity planning and ensuring system reliability and collaborating with cross-functional teams.","Monitoring, Kubernetes, Docker, Grafana",Principal (12+ yrs),Singapore,3616000.0,2021-03-11
JOB-00207,Machine Learning Engineer,"Exciting opportunity for a Machine Learning Engineer! Must be proficient in Machine Learning, Docker, NLP, Computer Vision. Key responsibilities include building ML pipelines and deploying ML models to production.","Machine Learning, Docker, NLP, Computer Vision",Fresher (0-1 yrs),Kolkata,311000.0,2021-08-13
JOB-00208,Data Scientist,"We need an experienced Data Scientist who can work with Data Visualization, Machine Learning, Scikit-learn, TensorFlow, Deep Learning, SQL, R, Jupyter. The role focuses on creating data pipelines and analyzing large datasets and delivering high-quality solutions.","Data Visualization, Machine Learning, Scikit-learn, TensorFlow, Deep Learning, SQL, R, Jupyter",Fresher (0-1 yrs),Kochi,547000.0,2022-05-06
JOB-00209,Backend Developer,"Exciting opportunity for a Backend Developer! Must be proficient in Kubernetes, Microservices, SQL, Node.js, Docker. Key responsibilities include API development and designing scalable backend systems.","Kubernetes, Microservices, SQL, Node.js, Docker",Junior (1-3 yrs),Bangalore,606000.0,2018-04-24
JOB-00210,Data Engineer,,"Snowflake, Python, Scala, Docker, SQL, Airflow, Data Warehousing",Senior (5-8 yrs),Dublin,1818000.0,2018-02-14
JOB-00211,Product Manager (Tech),"We need an experienced Product Manager (Tech) who can work with Scrum, Roadmapping, Data Analysis, User Research, A/B Testing, Stakeholder Management, SQL, Agile. The role focuses on user research and product roadmap planning and delivering high-quality solutions.","Scrum, Roadmapping, Data Analysis, User Research, A/B Testing, Stakeholder Management, SQL, Agile",Mid (3-5 yrs),Pune,891000.0,2022-10-04
JOB-00212,DevOps Engineer,"We are looking for a skilled DevOps Engineer to join our team. The ideal candidate should have experience with Monitoring, Ansible, Jenkins, AWS, Docker. You will be responsible for managing CI/CD pipelines and monitoring and alerting.","Monitoring, Ansible, Jenkins, AWS, Docker",Senior (5-8 yrs),Bangalore,1764000.0,2022-04-23
JOB-00213,Backend Developer,"We are looking for a skilled Backend Developer to join our team. The ideal candidate should have experience with Spring Boot, Python, Redis. You will be responsible for database optimization and API development.","Spring Boot, Python, Redis",Senior (5-8 yrs),Kochi,2488000.0,2025-11-08
JOB-00214,Software Engineer,"Hiring a Software Engineer with strong expertise in Algorithms, Git, Docker, Python, Agile. You will code reviews and software design and drive innovation in our technology stack.","Algorithms, Git, Docker, Python, Agile",Junior (1-3 yrs),Delhi NCR,832000.0,2024-01-01
JOB-00215,Cybersecurity Analyst,"We are looking for a skilled Cybersecurity Analyst to join our team. The ideal candidate should have experience with Penetration Testing, SIEM, Python, Firewalls, Encryption. You will be responsible for threat detection and incident response.","Penetration Testing, SIEM, Python, Firewalls, Encryption",Senior (5-8 yrs),Delhi NCR,2280000.0,2020-07-23
JOB-00216,Systems Administrator,"We are looking for a skilled Systems Administrator to join our team. The ideal candidate should have experience with DNS, Security, Networking, PowerShell, Bash, Monitoring. You will be responsible for security patching and network administration.","DNS, Security, Networking, PowerShell, Bash, Monitoring",Principal (12+ yrs),Chennai,5447000.0,2023-11-27
JOB-00217,AI Engineer,"Join our growing team as a AI Engineer. Required skills: Docker, MLOps, LangChain. This role involves developing AI solutions and training deep learning models and collaborating with cross-functional teams.","Docker, MLOps, LangChain",Lead (8-12 yrs),New York,2558000.0,2024-10-24
JOB-00218,Backend Developer,"We need an experienced Backend Developer who can work with PostgreSQL, Java, Redis, Node.js, Kubernetes, Docker, SQL. The role focuses on database optimization and designing scalable backend systems and delivering high-quality solutions.","PostgreSQL, Java, Redis, Node.js, Kubernetes, Docker, SQL",Senior (5-8 yrs),New York,1753000.0,2024-02-25
JOB-00219,Cloud Architect,,"Networking, Linux, Serverless",Mid (3-5 yrs),Toronto,895000.0,2022-08-15
JOB-00220,Machine Learning Engineer,"We need an experienced Machine Learning Engineer who can work with Machine Learning, NLP, Deep Learning, AWS, Scikit-learn, MLOps, Docker. The role focuses on building ML pipelines and feature engineering and delivering high-quality solutions.","Machine Learning, NLP, Deep Learning, AWS, Scikit-learn, MLOps, Docker",Fresher (0-1 yrs),Singapore,545000.0,2022-06-12
JOB-00221,Site Reliability Engineer,"We are looking for a skilled Site Reliability Engineer to join our team. The ideal candidate should have experience with Docker, Bash, AWS. You will be responsible for capacity planning and performance optimization.","Docker, Bash, AWS",Principal (12+ yrs),Kochi,5429000.0,2018-06-27
JOB-00222,Product Manager (Tech),"Hiring a Product Manager (Tech) with strong expertise in Data Analysis, SQL, Roadmapping. You will feature prioritization and product roadmap planning and drive innovation in our technology stack.","Data Analysis, SQL, Roadmapping",Senior (5-8 yrs),Kolkata,2307000.0,2019-07-07
JOB-00223,Full Stack Developer,"Join our growing team as a Full Stack Developer. Required skills: TypeScript, Docker, Git, REST API, Node.js, Vue.js. This role involves frontend UI development and database management and collaborating with cross-functional teams.","TypeScript, Docker, Git, REST API, Node.js, Vue.js",Lead (8-12 yrs),Austin,3696000.0,2018-12-02
JOB-00224,Full Stack Developer,"Join our growing team as a Full Stack Developer. Required skills: Docker, Git, Angular, MongoDB, REST API, SQL. This role involves database management and designing RESTful APIs and collaborating with cross-functional teams.","Docker, Git, Angular, MongoDB, REST API, SQL",Junior (1-3 yrs),New York,637000.0,2021-10-23
JOB-00225,Blockchain Developer,"We need an experienced Blockchain Developer who can work with Node.js, Rust, JavaScript, Ethereum, Cryptography. The role focuses on DApp building and blockchain architecture and delivering high-quality solutions.","Node.js, Rust, JavaScript, Ethereum, Cryptography",Mid (3-5 yrs),Chennai,1537000.0,2023-05-22
JOB-00226,Cybersecurity Analyst,"Exciting opportunity for a Cybersecurity Analyst! Must be proficient in Encryption, Python, Incident Response, Compliance, Firewalls, Network Security, Vulnerability Assessment. Key responsibilities include vulnerability assessment and incident response.","Encryption, Python, Incident Response, Compliance, Firewalls, Network Security, Vulnerability Assessment",Principal (12+ yrs),Jaipur,3613000.0,2018-03-02
JOB-00227,DevOps Engineer,"Hiring a DevOps Engineer with strong expertise in Docker, Terraform, Linux, Kubernetes, Python, Git, CI/CD. You will managing CI/CD pipelines and infrastructure automation and drive innovation in our technology stack.","Docker, Terraform, Linux, Kubernetes, Python, Git, CI/CD",Junior (1-3 yrs),Kochi,755000.0,2023-09-13
JOB-00228,QA Engineer,"Join our growing team as a QA Engineer. Required skills: Selenium, JIRA, Test Automation. This role involves quality assurance and bug tracking and collaborating with cross-functional teams.","Selenium, JIRA, Test Automation",Junior (1-3 yrs),San Francisco,956000.0,2023-08-27
JOB-00229,Frontend Developer,"Exciting opportunity for a Frontend Developer! Must be proficient in Figma, Webpack, React, Vue.js. Key responsibilities include implementing design systems and building responsive user interfaces.","Figma, Webpack, React, Vue.js",Mid (3-5 yrs),Austin,904000.0,2018-05-18
JOB-00230,AI Engineer,"We are looking for a skilled AI Engineer to join our team. The ideal candidate should have experience with Python, MLOps, Transformers, NLP, OpenAI, Machine Learning, LangChain. You will be responsible for training deep learning models and integrating AI into products.","Python, MLOps, Transformers, NLP, OpenAI, Machine Learning, LangChain",Principal (12+ yrs),Ahmedabad,4136000.0,2022-02-26
JOB-00231,Business Intelligence Analyst,"We are looking for a skilled Business Intelligence Analyst to join our team. The ideal candidate should have experience with Python, Excel, Statistics. You will be responsible for business requirements analysis and report automation.","Python, Excel, Statistics",Mid (3-5 yrs),Seattle,975000.0,2023-06-12
JOB-00232,Database Administrator,"We are looking for a skilled Database Administrator to join our team. The ideal candidate should have experience with Oracle, SQL, Database Tuning, Data Modeling, Python, Backup Recovery, MySQL. You will be responsible for data migration and performance tuning.","Oracle, SQL, Database Tuning, Data Modeling, Python, Backup Recovery, MySQL",Lead (8-12 yrs),San Francisco,3515000.0,2022-05-01
JOB-00233,Machine Learning Engineer,"Join our growing team as a Machine Learning Engineer. Required skills: PyTorch, AWS, NLP. This role involves feature engineering and deploying ML models to production and collaborating with cross-functional teams.","PyTorch, AWS, NLP",Principal (12+ yrs),Kolkata,4759000.0,2018-02-07
JOB-00234,Product Manager (Tech),"Hiring a Product Manager (Tech) with strong expertise in Scrum, JIRA, Agile, SQL, Product Strategy, Roadmapping, User Research, A/B Testing. You will stakeholder management and user research and drive innovation in our technology stack.","Scrum, JIRA, Agile, SQL, Product Strategy, Roadmapping, User Research, A/B Testing",Mid (3-5 yrs),Austin,1246000.0,2018-03-26
JOB-00235,Data Scientist,"Exciting opportunity for a Data Scientist! Must be proficient in NLP, R, NumPy, Python, Statistics, Scikit-learn. Key responsibilities include building predictive models and analyzing large datasets.","NLP, R, NumPy, Python, Statistics, Scikit-learn",Principal (12+ yrs),San Francisco,5197000.0,2023-10-02
